Combination_ID,Client_1,Client_2,Client_3,Weights_Paths,Global_DataVolume,Global_Latency,Global_Mean_Quality_Factor,Global_Reliability_Score,Global_Accuracy
1376,4,7,25,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_25_local.npz']",5876.0,12860.017538070679,64.38096741835277,0.7666666666666666,71.74000000000001
1377,4,7,26,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_26_local.npz']",6014.0,12873.461723327637,62.03897178173065,0.7666666666666666,70.28666666666668
1378,4,7,27,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_27_local.npz']",8707.0,14915.915250778198,65.32237986723582,0.7999999999999999,70.75666666666667
1379,4,7,28,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_28_local.npz']",6467.0,13200.696229934692,69.2589549223582,0.8333333333333334,69.33333333333333
1380,4,7,29,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_29_local.npz']",7978.0,14246.20270729065,63.33531737327576,0.7999999999999999,71.86333333333333
1381,4,7,30,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_30_local.npz']",6346.0,13398.005962371826,65.61543703079224,0.7999999999999999,70.73666666666666
1382,4,7,31,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_1_local.npz']",7530.0,17195.281982421875,57.23617196083069,0.7000000000000001,73.51333333333334
1383,4,7,32,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_7_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_2_local.npz']",5840.0,12253.078699111938,63.37862471739451,0.7666666666666666,72.19
1384,4,8,9,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_9_local.npz']",8580.0,14967.559099197388,48.8149760166804,0.6,74.11
1385,4,8,10,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_10_local.npz']",9040.0,15394.983768463135,51.72635694344839,0.6333333333333333,73.49666666666667
1386,4,8,11,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_11_local.npz']",9790.0,15747.988224029541,41.62670115629832,0.5,75.23
1387,4,8,12,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_12_local.npz']",8810.0,14902.315616607666,47.39740272363027,0.5666666666666668,73.75
1388,4,8,13,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_13_local.npz']",11619.0,16977.038145065308,50.72959244251251,0.6,73.88333333333334
1389,4,8,14,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_14_local.npz']",9967.0,15710.951328277588,51.531757513682045,0.6333333333333333,72.39666666666666
1390,4,8,15,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_15_local.npz']",10390.0,16034.909725189209,41.33834779262543,0.5,74.45
1391,4,8,16,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_16_local.npz']",11602.0,16763.283014297485,57.41712470849355,0.7000000000000001,74.83333333333333
1392,4,8,17,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_17_local.npz']",10472.0,15296.053171157837,53.71129353841146,0.6666666666666666,74.70666666666666
1393,4,8,18,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_18_local.npz']",11484.0,16862.316608428955,43.894851406415306,0.5333333333333333,71.09
1394,4,8,19,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_19_local.npz']",11220.0,16720.33143043518,46.89384619394938,0.5666666666666668,74.16000000000001
1395,4,8,20,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_20_local.npz']",8620.0,14784.368515014648,54.337973395983376,0.6666666666666666,71.45333333333333
1396,4,8,21,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_21_local.npz']",9024.0,15234.279155731201,41.943358182907104,0.5,71.8
1397,4,8,22,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_22_local.npz']",9699.0,15523.253679275513,47.22575604915619,0.5666666666666668,72.87
1398,4,8,23,"['/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_4_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_8_local.npz', '/content/drive/MyDrive/MLaaS_Weights_30_FMNIST/client_23_local.npz']",9942.0,15784.765243530273,54.32484189669291,0.7000000000000001,71.81
