Combination_ID,Client_1,Client_2,Weights_Paths,Global_DataVolume,Global_Latency,Global_Mean_Quality_Factor,Global_Reliability_Score,Global_Accuracy
2910,36,77,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_17_local.npz']",4095.0,22044.368028640747,22.865777611732483,0.5,45.995
2911,36,78,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_18_local.npz']",2257.0,16976.12237930298,28.411925360560417,0.6,40.845
2912,36,79,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_19_local.npz']",4397.0,22892.712354660034,33.56784723699093,0.7,46.965
2913,36,80,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_20_local.npz']",4255.0,21894.983530044556,33.92454728484154,0.7,45.165
2914,36,81,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_21_local.npz']",3368.0,19451.164960861206,32.1952049434185,0.6499999999999999,41.55
2915,36,82,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_22_local.npz']",4173.0,22298.245906829834,34.36191514134407,0.7,45.629999999999995
2916,36,83,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_23_local.npz']",2413.0,16993.86692047119,24.21604812145233,0.5,36.275
2917,36,84,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_24_local.npz']",4230.0,21626.561403274536,30.819211304187775,0.6499999999999999,44.875
2918,36,85,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_25_local.npz']",3162.0,18851.076364517212,30.852263420820236,0.6499999999999999,43.635
2919,36,86,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_26_local.npz']",2883.0,18823.594331741333,29.872740954160687,0.6,44.515
2920,36,87,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_27_local.npz']",3867.0,20682.94358253479,36.30033627152443,0.7,40.41
2921,36,88,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_28_local.npz']",3181.0,18973.947525024414,24.62714582681656,0.5,44.43
